STATE,PLANT_NAME,LAT,LON,COAL_GEN,OIL_GEN,GAS_GEN,NUCLEAR_GEN,HYDRO_GEN,BIOMASS_GEN,WIND_GEN,SOLAR_GEN,GEOTHERMAL_GEN,OTHER_GEN,NET_GEN,NET_NONRENEWABLE_GEN,NET_RENEWABLE_GEN,PERCENT_COAL_GEN,PERCENT_OIL_GEN,PERCENT_GAS_GEN,PERCENT_NUCLEAR_GEN,PERCENT_HYDRO_GEN,PERCENT_BIOMASS_GEN,PERCENT_WIND_GEN,PERCENT_SOLAR_GEN,PERCENT_GEOTHERMAL_GEN,PERCENT_OTHER_GEN,PERCENT_NONRENEWABLE_GEN,PERCENT_RENEWABLE_GEN
AK,AGRIUM KENAI NITROGEN OPERATIONS,60.0656,151.6719,0.0,0.0,114490.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114490.6,114490.6,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ALAKANUK,60.2992,159.7343,0.0,1474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.0,1474.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ALLAKAKET,64.8557,146.2789,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,570.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ALYESKA SEAFOODS INC,51.9961,175.5654,0.0,10717.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10717.4,10717.4,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,AMBLER,N/A,N/A,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,1130.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,AMERICAN PRESIDENT LINES LTD,51.9961,175.5654,0.0,6154.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6154.5,6154.5,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ANCHORAGE 1,61.1095,149.4381,0.0,82.0,10345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10427.0,10427.0,0.0,0.0000,0.7864,99.2136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ANIAK,60.2992,159.7343,0.0,2543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.0,2543.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ANNA PLATFORM,60.0656,151.6719,0.0,0.0,8387.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8387.2,8387.2,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ANNEX CREEK,58.3849,134.1888,0.0,0.0,0.0,0.0,24722.0,0.0,0.0,0.0,0.0,0.0,24722.0,0.0,24722.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,ANVIK,60.2992,159.7343,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,422.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,AUKE BAY,58.3849,134.1888,0.0,2163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,2163.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,AURORA ENERGY LLC,64.8557,146.2789,148787.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148787.4,148787.4,0.0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BAKER PLATFORM,60.0656,151.6719,0.0,0.0,14958.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14958.4,14958.4,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BARROW,69.7020,153.9798,0.0,0.0,51213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51213.0,51213.0,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BEAVER FALLS,55.5426,131.4359,0.0,0.0,0.0,0.0,42162.0,0.0,0.0,0.0,0.0,0.0,42162.0,0.0,42162.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,BELUGA,60.0656,151.6719,0.0,0.0,1947226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947226.0,1947226.0,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BERING STAR,51.9961,175.5654,0.0,2665.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.1,2665.1,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BERNICE LAKE,60.0656,151.6719,0.0,0.0,242912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242912.0,242912.0,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BETHEL,60.2992,159.7343,0.0,4167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4167.0,4167.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BETTLES LIGHT & PWR,65.2014,151.0227,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,825.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BLACK BEAR LAKE,55.5135,132.0062,0.0,0.0,0.0,0.0,21622.0,0.0,0.0,0.0,0.0,0.0,21622.0,0.0,21622.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,BLUE LAKE,N/A,N/A,0.0,0.0,0.0,0.0,37581.0,0.0,0.0,0.0,0.0,0.0,37581.0,0.0,37581.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,BLUE LAKE FISH VALVE,N/A,N/A,0.0,0.0,0.0,0.0,5866.0,0.0,0.0,0.0,0.0,0.0,5866.0,0.0,5866.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,BRADLEY LAKE,60.0656,151.6719,0.0,0.0,0.0,0.0,360693.0,0.0,0.0,0.0,0.0,0.0,360693.0,0.0,360693.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,BREVIG MISSION,64.8202,163.7929,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,653.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,BRUCE PLATFORM,60.0656,151.6719,0.0,0.0,4450.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.1,4450.1,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CENTENNIAL,55.5426,131.4359,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,485.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CENTRAL PRODUCTION FACILITY 1,69.7020,153.9798,0.0,0.0,208045.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208045.5,208045.5,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CENTRAL PRODUCTION FACILITY 2,69.7020,153.9798,0.0,0.0,97859.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97859.9,97859.9,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CENTRAL PRODUCTION FACILITY 3,69.7020,153.9798,0.0,0.0,116864.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116864.1,116864.1,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CHENA,64.8557,146.2789,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CHESTER LAKE,55.5426,131.4359,0.0,0.0,0.0,0.0,2136.0,0.0,0.0,0.0,0.0,0.0,2136.0,0.0,2136.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,CHEVAK,60.2992,159.7343,0.0,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,1670.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,CHISTOCHINA,64.8557,146.2789,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,COFFMAN COVE,55.5135,132.0062,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,954.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,COOPER LAKE,60.0656,151.6719,0.0,0.0,0.0,0.0,14263.0,0.0,0.0,0.0,0.0,0.0,14263.0,0.0,14263.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,CRAIG,55.5135,132.0062,0.0,2425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425.0,2425.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,DILLINGHAM,58.2710,156.6659,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,620.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,DILLON PLATFORM,60.0656,151.6719,0.0,619.8,3268.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3887.9,3887.9,0.0,0.0000,15.9420,84.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,EAGLE,64.8557,146.2789,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,713.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,EEK,60.2992,159.7343,0.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,599.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,EGEGIK,N/A,N/A,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,769.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,EIELSON AIR FORCE BASE CENTRAL HEAT,64.8557,146.2789,74350.9,823.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75174.8,75174.9,0.0,98.9040,1.0960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,ELIM,64.8202,163.7929,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,890.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,EMMONAK,60.2992,159.7343,0.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0,2470.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,FAIRBANKS,64.8557,146.2789,0.0,3054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.0,3054.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,FORT GREELY POWER PLANT,61.1095,149.4381,0.0,777.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.2,777.2,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GAMBELL,64.8202,163.7929,0.0,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,1968.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GEORGE M SULLIVAN,61.1095,149.4381,0.0,157.0,881927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882084.0,882084.0,0.0,0.0000,0.0178,99.9822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GLENNALLEN,61.4602,144.9163,0.0,16413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16413.0,16413.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GOAT LAKE HYDRO,N/A,N/A,0.0,0.0,0.0,0.0,19201.0,0.0,0.0,0.0,0.0,0.0,19201.0,0.0,19201.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,GOLD CREEK,58.3849,134.1888,0.0,175.0,0.0,0.0,5355.0,0.0,0.0,0.0,0.0,0.0,5530.0,175.0,5355.0,0.0000,3.1646,0.0000,0.0000,96.8354,0.0000,0.0000,0.0000,0.0000,0.0000,3.1646,96.8354
AK,GOODNEWS BAY,60.2992,159.7343,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,608.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GRANITE POINT PLATFORM,60.0656,151.6719,0.0,1479.1,9821.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11300.6,11300.6,0.0,0.0000,13.0885,86.9115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GRAYLING,60.2992,159.7343,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,504.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GRAYLING PLATFORM,60.0656,151.6719,0.0,0.0,15522.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15522.2,15522.2,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,GREEN LAKE,N/A,N/A,0.0,0.0,0.0,0.0,50774.0,0.0,0.0,0.0,0.0,0.0,50774.0,0.0,50774.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,GWITCHYAA ZHEE,65.2014,151.0227,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,260.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HAINES,58.9284,135.4073,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,662.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HEALY,63.9360,150.1263,184901.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185277.0,185277.0,0.0,99.7971,0.2029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HEALY LAKE,64.8557,146.2789,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HOLLIS,55.5135,132.0062,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,532.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HOLY CROSS,60.2992,159.7343,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,696.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HOOPER BAY,60.2992,159.7343,0.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0,2358.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HUSLIA,64.8557,146.2789,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,829.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,HYDABURG,55.5135,132.0062,0.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,1458.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,I-N-N ELECTRIC,N/A,N/A,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,417.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,INDIAN RIVER,N/A,N/A,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,INTERNATIONAL,61.1095,149.4381,0.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,977.0,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KALTAG,N/A,N/A,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,728.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KETCHIKAN,55.5426,131.4359,0.0,0.0,0.0,0.0,23215.0,0.0,0.0,0.0,0.0,0.0,23215.0,0.0,23215.0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
AK,KIANA,N/A,N/A,0.0,1334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.0,1334.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KING COVE,55.6440,161.9602,0.0,8649.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8649.7,8649.7,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KIVALINA,N/A,N/A,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KODIAK,57.5771,153.3139,0.0,7773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7773.0,7773.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KOTZEBUE,66.8575,159.8516,0.0,21520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21520.0,21520.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,KOYUK,64.8202,163.7929,0.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,1116.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,LEMON CREEK,58.3849,134.1888,0.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.0,1866.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,LISBURNE PRODUCTION CENTER,69.7020,153.9798,0.0,1136.8,138532.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139669.6,139669.6,0.0,0.0000,0.8139,99.1861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,LOWER KALSKAG,60.2992,159.7343,0.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,1186.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MARSHALL,60.2992,159.7343,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1020.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MCGRATH,65.2014,151.0227,0.0,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.0,3238.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MEKORYUK,60.2992,159.7343,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,772.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MENTASTA,64.8557,146.2789,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,335.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MINTO,64.8557,146.2789,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MONOPOD PLATFORM,60.0656,151.6719,0.0,0.0,2625.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.3,2625.3,0.0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,MOUNTAIN VILLAGE,60.2992,159.7343,0.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.0,2435.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NAKNEK,58.7557,157.1512,0.0,20525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20525.0,20525.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NAUKATI,55.5135,132.0062,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,837.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NEW STUYAHOK,58.2710,156.6659,0.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,1138.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NOATAK,N/A,N/A,0.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,1312.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NOORVIK,N/A,N/A,0.0,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,1676.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NORTH POLE,64.8557,146.2789,0.0,335913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335913.0,335913.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NORTHWAY,N/A,N/A,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,1704.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NULATO,60.2992,159.7343,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,1131.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,NUNAPITCHUK,60.2992,159.7343,0.0,2268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268.0,2268.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,OFFSHORE SYSTEMS INC,51.9961,175.5654,0.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.0,1948.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
AK,OLD HARBOR,57.5771,153.3139,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,709.0,0.0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
